,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
98727,3MxMLje6CKdVgCoA82eBgN,Roger Bart,The New Mel Brooks Musical - Young Frankenstein,"Life, Life",22,198493,False,0.358,0.603,1,-7.503,0,0.0932,0.581,0.0,0.0921,0.325,123.042,4,show-tunes
68876,7lrP86Z9b3e867M4EqiDk2,Carlitos Junior;Pablo Chill-E,Juego de 3,Juego de 3,41,186108,False,0.74,0.808,4,-7.848,0,0.0484,0.109,0.0,0.164,0.876,91.029,4,latino
74835,24MXXeJEcB1ennbWoFAJMp,Vanusa,20 Super Sucessos: Vanusa,Mudanças,40,197930,False,0.483,0.474,6,-7.286,0,0.0457,0.614,0.0,0.585,0.428,72.068,4,mpb
112382,3qeXSz02VoeNntvBX0Skw6,Zülfü Livaneli,"Bütüneserleri, Vol. 6 (Günlerimiz)",Kardeşin Duymaz,41,219973,False,0.609,0.423,0,-11.647,0,0.0308,0.797,0.00461,0.141,0.39,135.601,4,turkish
75202,7rtVoa8YQPHb1dQyhOxCFm,Yiruma,f r a m e,Autumn Finds Winter,46,241500,False,0.251,0.223,6,-15.002,0,0.0344,0.943,0.798,0.113,0.103,140.039,4,new-age
14096,3H95jbYZBatsSBcMWuFF7O,Rolf Zuckowski,Advent Musik,Der kleine Zinnsoldat,0,179533,False,0.761,0.475,0,-9.954,1,0.0304,0.297,0.000256,0.275,0.828,95.03,4,children
16009,2nfL62mzeFMzhGZ1YHWGeU,Wolfgang Amadeus Mozart;Una Bourne,"Mozart, Liszt & Others: Piano Works","Piano Sonata in No. 11 A Major, K. 331: III. Rondo alla turca",1,151080,False,0.355,0.215,9,-18.632,1,0.0465,0.987,0.957,0.331,0.65,80.606,4,classical
1614,5mEJHNaQvNQUuXvAtXXhGK,Calle 13,Calle 13 (Clean Version),Se Vale To-To,21,230306,False,0.699,0.739,10,-6.256,0,0.0641,0.00428,3.65e-06,0.076,0.429,175.979,4,afrobeat
32138,6LufdDsNUVkawg7eH9DLRL,Jan Blomqvist;Maybemahri,Armada Electronic Elements - ADE 2022,Kaleidoscope Colours,1,255466,False,0.6,0.817,2,-8.693,1,0.0737,0.01,0.0114,0.116,0.0387,122.022,4,electronic
96082,7ollbgEJRZI1rbNP5GlpVs,Art Popular,Ao Vivo Sem Abuso,Falando Segredo - Ao Vivo,47,201306,False,0.677,0.873,2,-8.034,0,0.0441,0.205,0.0,0.851,0.922,85.988,4,samba
66999,5xjaYugere2m4mk4cwlckj,Mark D. Pencil,"Learning With Hip Hop (Today's Music Paired With Educational Lessons For Classrooms And Homes, Ages Pre-K - 5th)",The Exercise Game #3,9,347746,False,0.602,0.683,1,-9.096,1,0.196,0.019,0.285,0.0535,0.148,123.494,4,kids
46086,2BIzYGq1Pyv5SLWEQbgNM4,Neophyte;Drokz,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Dit Is Mijn Leven,0,169200,False,0.543,0.999,7,-0.918,1,0.18,0.0865,0.00042,0.368,0.0466,99.99,4,happy
19549,4XYieGKSlJlHpzB3bl6WMP,Steve Miller Band,Helloween Party,Abracadabra - Remastered 2017,1,307909,False,0.753,0.788,9,-7.271,0,0.0383,0.126,1.07e-06,0.141,0.964,127.521,4,country
37060,1je4krqWE1l0ojYvjacpxw,Stevie Wonder,Christmas Songs 2022,Someday At Christmas,1,169293,False,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,funk
97066,40zPdCKnvDH5sw90X18yX1,Luan Pereira;Bruno & Barretto,No Meio do Rolo (Ao Vivo),No Meio do Rolo - Ao Vivo,54,181096,False,0.623,0.739,5,-4.309,0,0.0977,0.627,0.0,0.164,0.73,99.963,4,sertanejo
12797,0Wmwx8Y6hgORJ8fwXYgwSm,Leslie Cheung,哥哥的歌,"始終會行運 - 電視劇""鹿鼎記""主題曲",19,158106,False,0.63,0.389,7,-12.298,0,0.0282,0.321,0.00222,0.216,0.503,108.981,4,cantopop
89192,79wKOav861jNgpLXkz5HLi,KAROL G,Feliz Cumpleaños con Perreo,SEJODIOTO,1,181106,True,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,4,reggaeton
46303,6RDMTjgTTOJaPllcUWV8al,Evil Activities,Evilution,No Place To Hide,21,340986,False,0.458,0.94,10,-4.533,0,0.0894,0.0243,0.0377,0.226,0.181,164.981,4,happy
71698,5rsiXpifJ6NLCpdhTgOWU6,The Presidents Of The United States Of America,Pure Frosting,Cleveland Rocks,43,153093,False,0.438,0.816,1,-7.573,1,0.0564,0.0171,0.0,0.382,0.644,148.244,4,metal
98121,6xsanHBuSwNCTESsldlB0o,Idina Menzel;Kristen Bell;Josh Gad;Jonathan Groff,Olaf's Frozen Adventure (Original Soundtrack),When We're Together,50,170521,False,0.401,0.317,11,-8.672,1,0.0335,0.91,0.0,0.114,0.356,137.516,4,show-tunes
88396,76CBhtLnY35sDxm3LBCTvn,Don Omar,Feliz Cumpleaños con Perreo,Dale Don Dale,1,212413,False,0.831,0.818,2,-7.827,1,0.0824,0.0245,0.000319,0.0892,0.819,95.022,4,reggae
10377,1ndkjRxZR6xdDokVzzhjB2,Freestylers;Scarlett Quinn,Other Worlds,Fabulous,14,240308,False,0.861,0.834,2,-3.792,1,0.0555,0.00837,0.00156,0.017,0.824,108.003,4,breakbeat
55479,24jAP7IKsGWoZzQUmwE8Mm,Narhen Ellalan;Ramanan Nathan,Moonu Bgm,Moonu Bgm,49,86666,False,0.389,0.339,9,-8.643,0,0.0314,0.916,0.15,0.417,0.335,68.412,4,indian
66383,7m7mAJ1pj99t0AzceCG3p2,The Party Cats,Kids Dance Party: Halloween Jams,This Is Halloween,13,196666,False,0.59,0.468,0,-7.58,0,0.0518,0.741,0.0,0.109,0.443,167.589,4,kids
27456,6hA32ig9PY3jcrXFoS6NGI,Etherwood;Royalston,Ten Years Of Med School,Eyes On Me,18,344499,False,0.244,0.913,7,-3.689,1,0.0456,0.00178,0.769,0.109,0.0841,169.971,4,drum-and-bass
104138,3ysjkFiMdv4X4FfGs8S9J7,Natalia Jiménez,"México de Mi Corazón, Vol. 2",Fue Un Placer Conocerte,36,176920,False,0.458,0.424,5,-5.697,1,0.0325,0.605,0.0,0.123,0.473,167.028,4,spanish
65466,0jFHMDRXxKaREor3hBEEST,SUNMI,SUNMI SPECIAL EDITION [Gashina],Gashina,67,180000,False,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,4,k-pop
26178,35YhCLVxGKutNG8LQ4YGGe,Petrus Kähkönen,Frozen 2 (Alkuperäinen Suomalainen Soundtrack/Deluxe Edition),Eksynyt oon,28,180760,False,0.472,0.472,8,-5.951,1,0.026,0.652,0.0,0.127,0.264,75.57,4,disney
64325,2Pyps7E6XfiEg27Hhihd20,Nat King Cole,Weihnachten Playlist,Deck The Halls,0,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz
94010,3jZDWsoxRHzzp3DYV8qeXE,Teqkoi;Aiko,You Broke My Heart Again,You Broke My Heart Again,71,103400,False,0.55,0.143,3,-15.685,1,0.241,0.956,0.0,0.195,0.224,74.918,4,sad
38870,0Mwkh0zfeoXTXUVndWpJm2,Ethanol Blend,The Blend Part 2.,River,25,204074,False,0.396,0.601,1,-11.623,1,0.034,0.00493,0.136,0.152,0.649,85.619,4,garage
36114,2OKfbCxQZ9ylJpulyG0iBj,PLÜM,Rêve sans fin,Rêve sans fin,62,155000,False,0.797,0.554,9,-8.161,0,0.0665,0.322,0.0709,0.0939,0.403,112.976,4,french
75516,3HiWFKexTEQQJjZ6zrbrxy,Gary Stadler;Stephannie,Fairy Heartmagic,Heartmagic,23,252480,False,0.339,0.038,0,-24.578,1,0.039,0.992,0.911,0.12,0.0515,115.147,4,new-age
23409,1qC3qRlsg8SiG3jhUtApKm,Tim Green;Sébastien Léger,Duel,Duel,47,574838,False,0.748,0.743,11,-7.884,0,0.0446,0.018,0.889,0.0374,0.573,124.001,4,deep-house
53347,0Wf4zRjeuNIXbxgluZorbz,Ella Henderson;Tom Grennan,Give You Love - Cozy Hits,Let's Go Home Together,0,208692,False,0.661,0.486,5,-4.438,1,0.0431,0.454,0.0,0.0994,0.309,78.31,4,house
45338,5YeFqlrYAzPof7mHRfcEHZ,Luis Salinas;Juan Salinas,El Tren: Sólo Salinas,Funky en Si Menor,27,185440,False,0.699,0.516,11,-9.693,0,0.043,0.766,0.878,0.105,0.812,101.722,4,guitar
18766,1Kcim82J1yrlE6hgXFTbfo,Matt McCarthy,Sober Dad,Pro Wrestling Fan Vs the Rules,21,111187,True,0.682,0.519,2,-9.513,1,0.933,0.893,1.96e-06,0.339,0.697,80.106,1,comedy
57691,58MX8DomXoMUzXugJGRVXS,salem ilese,Christmas Best Hits 2022,Marry Christmas,0,162009,False,0.541,0.753,0,-6.512,1,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie
64066,2LLGg6ai9VJ5VustLsfVZE,Louis Armstrong;Benny Carter,Holidays Are Coming,Christmas Night In Harlem - Single Version,0,158373,False,0.543,0.36,7,-9.177,1,0.179,0.727,0.0,0.228,0.595,149.431,4,jazz
47594,7lia528U7Kw5DvvfWbCN0w,Los Prisioneros,Coleccion Suprema,Estar Solo,39,246960,False,0.69,0.736,9,-6.948,1,0.0402,0.0303,0.605,0.584,0.969,122.454,4,hard-rock
79960,1J9iVCaEriyoMXpj2XszhU,McCoy Tyner,Today And Tomorrow,When Sunny Gets Blue,59,282320,False,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,4,piano
111860,50BApvEvSnoCPYb4ymbb8y,Röyksopp;Beki Mari,Profound Mysteries,"This Time, This Place…",44,464200,False,0.555,0.901,7,-7.059,1,0.0359,0.00288,0.921,0.659,0.105,121.003,4,trip-hop
80429,3Uv8BQFN3bQfhkregyMbnx,Vishal-Shekhar;Shaan;Gayatri Iyer;Jaideep Sahni,Salaam Namaste,My Dil Goes Mmmm,62,452832,False,0.693,0.797,6,-7.392,0,0.0704,0.343,0.00125,0.0673,0.706,90.997,4,pop-film
19412,0txUMkaN3gbwv4RlEwqzl5,Brett Eldredge;Meghan Trainor,Country Holiday,"Baby, It's Cold Outside",0,173546,False,0.609,0.575,1,-4.789,1,0.0387,0.723,0.0,0.176,0.662,113.958,4,country
78360,4ioTNxTlDEh5oeICDiV9mX,Tream;treamiboii,ROCKER,SUPERHELD,30,154285,True,0.793,0.726,11,-5.336,1,0.0453,0.256,0.0,0.113,0.929,154.048,4,party
28599,3m7YQXwHjGyjbtW9KT4P8g,Sly & Robbie,Beenie/Bounty,"Dancehall Queen (feat. Beenie Man, Chevelle & Franklyn)",28,273186,False,0.881,0.803,10,-7.029,0,0.0987,0.00874,5.8e-05,0.281,0.627,102.819,4,dub
50715,6S6P0Mt067VYcdSpieeraA,Carajo,Carajo,La Parca,22,170360,False,0.465,0.987,1,-3.757,1,0.0975,1.51e-05,3.49e-05,0.143,0.435,113.808,4,heavy-metal
13434,7sYEFBTlCpKAfsx62bwhwS,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle;Moplen,I'll Take You There,I'll Take You There - Moplen Radio Version,10,278400,False,0.683,0.806,5,-6.119,0,0.031,0.000178,0.499,0.109,0.23,125.031,4,chicago-house
92047,4KlkkmZpxUkBFnmbAOQ9RQ,Chuck Berry,(60's) Sixties Collected Volume 2,You Never Can Tell - 1986 Stereo Remix,0,165226,False,0.588,0.682,7,-14.75,1,0.161,0.683,2.44e-05,0.274,0.889,157.189,4,rockabilly
35029,15B100wqf0z7vAnpiUN4MB,Vitor Fernandes,Piseiro Atualizado,Vou te Amar,54,182844,False,0.596,0.66,9,-5.333,0,0.0391,0.0533,0.00562,0.134,0.578,174.09,4,forro
54935,0dkP7oPRLehcfAEGIvDk91,Ilkae,Pistachio Island,Tev-Lev,9,44640,False,0.716,0.96,5,-13.311,1,0.0762,0.000563,0.937,0.0943,0.94,172.303,4,idm
8874,3NxtP1l7QwKdsZ6ulZAHLu,LaMorris Williams,Sexy Soul Songs,Pretty Lady,32,293040,False,0.488,0.723,9,-6.931,1,0.0724,0.666,0.0,0.0727,0.6,133.982,4,blues
98732,5e0iBRyeEznVdNG7Obbwte,Cheyenne Jackson;Kerry Butler;Curtis Holbrook;Anika Larsen;Kenita Miller;Mary Testa;Jackie Hoffman;André Ward,Xanadu: Original Broadway Cast Recording,Magic,22,183840,False,0.572,0.49,2,-6.008,1,0.0299,0.705,0.000634,0.0792,0.421,110.436,4,show-tunes
32012,18Eu9puOprFj4acahSyF1d,Sickflip;Mismatched;Raitila Rajasthan,Mismatched: Season 2 (Music from the Netflix Series),Mehmaan,51,170400,False,0.367,0.518,11,-9.946,1,0.464,0.814,0.071,0.16,0.53,98.24,4,electronic
72208,4vVUoi4U6ikqH2wIoE2fmG,Motionless In White,Reincarnate,Reincarnate,62,220040,True,0.478,0.992,7,-3.165,1,0.211,0.000245,0.000206,0.327,0.117,109.969,4,metalcore
97611,0ZkAmozCN5oVvKmcXeRQFZ,Lauana Prado,Raiz (Ao Vivo),Não Tem Bar Na Cidade - Ao Vivo,45,239642,False,0.66,0.71,2,-3.551,1,0.042,0.0866,0.0,0.612,0.639,107.859,4,sertanejo
102344,0EcpFZArVrXZJ4vh9hLPsz,Tom Petty and the Heartbreakers,Pop Christmas 2022,Christmas All Over Again,0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,songwriter
44892,3Xma1yBBGqvgA15TUyEyGK,Shinedown,The Studio Album Collection,Call Me,26,222200,False,0.413,0.445,1,-7.259,0,0.025,0.438,0.0,0.111,0.117,95.562,4,grunge
54626,52RjhSDuQO0Yls8iRm6tTz,Ben Lukas Boysen;Paul Emmerich,The Lazarus Project (Original Score),Code Black,10,247565,False,0.518,0.26,0,-18.662,0,0.0441,0.129,0.808,0.108,0.116,119.963,4,idm
70436,7LYABkpCmMBE3pEOZlQDY8,LaLa Hsu,行走的鱼,行走的鱼,43,245172,False,0.563,0.563,9,-6.451,1,0.0328,0.753,0.0,0.0598,0.454,116.016,4,mandopop
70298,4UD5xrQI4nKftCje1y5Te9,Eason Chan,The Line-Up,明年今日,54,206117,False,0.67,0.397,8,-10.87,1,0.0417,0.71,0.0,0.11,0.214,123.969,4,mandopop
40831,37QXq42xGy7Qmzqsozd1aM,Daniela Araújo,Criador do Mundo,Criador do Mundo,38,249306,False,0.498,0.667,10,-5.294,1,0.0259,0.261,3.42e-05,0.143,0.217,95.045,4,gospel
92176,2LBuXj5GUClLgOX7f86IMK,Eikichi Yazawa,the Name Is… (50th Anniversary Remastered),いつの日か - Remastered 2022,37,330626,False,0.443,0.403,9,-10.472,1,0.0296,0.472,5.27e-06,0.0924,0.176,150.651,4,rockabilly
85804,21YxK0klhpfLW8budkJaMF,Iggy Pop,Lust For Life,Lust For Life,66,313925,False,0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,4,punk-rock
85000,2tznHmp70DxMyr2XhWLOW0,Cage The Elephant,Melophobia,Cigarette Daydreams,79,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,punk-rock
111869,5wUVKjeJcrcAzCQd6IK9Ll,The Herbaliser;What What,Blow Your Headphones,Bring It,18,239333,False,0.74,0.42,7,-14.764,1,0.314,0.52,0.673,0.127,0.372,77.012,4,trip-hop
112100,4gzUsRJz7RDZYPVdi2euew,Onur Ormen;Reaktive;Peter Piffen,No L's,No L's,43,156800,False,0.644,0.938,9,-4.075,1,0.0949,0.0906,0.000128,0.125,0.333,149.989,4,turkish
22233,39CJN5XXMaWOSn5LDtzzpM,Upon A Burning Body,The World Is My Enemy Now,"Blood, Sweat and Tears",26,203386,False,0.422,0.996,10,-2.088,1,0.183,0.000336,0.0,0.37,0.106,154.943,4,death-metal
63608,0L9JNPLUBrdshUMYzYQifY,CHiCO with HoneyWorks,我武者羅,我武者羅,50,236626,False,0.558,0.973,6,-3.126,1,0.193,0.0679,0.0,0.32,0.505,96.962,4,j-rock
108898,3OpJGIOGwLVJ8lz8pf7ZIR,Edmundo Rivero,Edmundo Rivero: Edmundo Rivero Canta A Discepolo / Tangos Que Hicieron Época,Chorra,15,138013,False,0.571,0.485,3,-8.417,1,0.192,0.91,0.0,0.07,0.6,116.956,4,tango
99964,2hl92ACiOqUBNdnEZzO0NE,Chris Lanzon,Far From Perfect,Iris,60,172922,False,0.491,0.201,11,-15.469,1,0.0372,0.609,0.0,0.124,0.388,95.666,4,singer-songwriter
64927,5LhSIkQhAkINBgQZIyzS1i,Glenn Fredly;Audy,"Selamat Pagi, Dunia!",Terpesona,38,300720,False,0.558,0.723,7,-6.363,1,0.0294,0.213,0.00637,0.06,0.7,77.993,4,jazz
27295,2TbVvu7CINraLQd3LAbP8y,Aphrodite;A-Zone,Aphro Classics 4,Calling The People,19,327163,False,0.714,0.98,6,-2.127,1,0.0595,0.00692,0.818,0.0414,0.883,158.463,4,drum-and-bass
3958,6Thn8AOHIwPCkf2O4ZgfC2,Phosphorescent,Muchacho,Song for Zula,62,370200,False,0.486,0.623,4,-8.264,1,0.0358,0.734,0.536,0.0509,0.525,86.007,4,alternative
87719,1Je6kbDzxcqsVDdbVJSJB9,DJ Jamaika,Utopia - Se Fosse Sempre Assim...,Tô Só Observando,42,295209,False,0.789,0.564,7,-8.222,1,0.136,0.0623,0.0,0.138,0.445,93.683,4,r-n-b
45204,3zjr7jirhGwvqGuuJuIxjg,Andrew Foy;Renee Foy,Photograph,Photograph,30,218590,False,0.807,0.0459,4,-19.883,1,0.0481,0.852,6.14e-06,0.102,0.275,110.512,4,guitar
76858,7yxASO577QGsx7NZ0MaCtf,Josh Groban,Awake,Now or Never,19,218640,False,0.571,0.388,3,-7.734,1,0.0299,0.737,0.0,0.0909,0.283,139.688,4,opera
4080,2hMTR8zK8Db849VttJXMSV,Chad Lawson,ZEN 2022,when the party's over - Slowed Remix,0,234280,False,0.409,0.0191,2,-31.753,1,0.0324,0.992,0.912,0.0981,0.181,104.164,4,ambient
61138,6Dbk9k0GfQSgrxpHvFrGSv,夜光性アミューズ,えっと干支がーる,えっと干支がーる,28,204000,False,0.684,0.898,10,-4.965,1,0.0494,0.0174,0.0,0.323,0.808,100.021,4,j-idol
110567,1OC4YqoHPj2yVAudBkzH7F,Mandragora,You Feel Like Shanti,You Feel Like Shanti - Original Mix,34,261176,False,0.452,0.727,0,-8.136,1,0.0729,0.00186,0.8,0.106,0.0554,135.964,4,trance
57239,6vloM8MDs7tiSTEk1FbrAA,Stevie Wonder,Home For Christmas 2022,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,indie
50539,4d15bguKCuS6ZZ1L8qyZtq,Pappo;Alejandro Medina,"Pappo y Amigos, Vol. 1",Vamos a Buscar la Luz,22,200826,False,0.25,0.962,9,-4.307,1,0.068,6.96e-05,0.886,0.568,0.49,145.021,4,heavy-metal
75112,2PCTrOWob0vs0io6pfGOYS,Emile Pandolfi,Believe,Once Upon a December (from Anastasia),55,252253,False,0.239,0.173,11,-19.353,0,0.0362,0.981,0.929,0.16,0.131,72.718,4,new-age
16210,1CgDMjpXycHdIaTqBkaHSv,Franz Schubert;Kanako Yanagida;Kentaro Ifuku,Suono eterno,"Violin Sonata in D Major, Op. 137 No. 1, D. 384: II. Andante",0,248226,False,0.377,0.115,9,-17.089,1,0.0529,0.986,0.069,0.0988,0.264,109.99,4,classical
27026,4Y2glvLjQGOb4dXnwm1hQf,Pendulum,Immersion,Witchcraft,61,252786,False,0.42,0.969,1,-3.139,1,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,4,drum-and-bass
75458,0ZNc4OtJVTZoFmCYlDxN6k,Denise Young,Something You Dream Of... NOMINATED FOR BEST INSTRUMENTAL ALBUM - PIANO FOR 2007!,Autumn Colors,22,561666,False,0.244,0.0156,5,-24.216,1,0.0477,0.973,0.935,0.0961,0.0689,68.323,3,new-age
3938,6JMUqW6dwWduaPPqGCkcgk,Catupecu Machu,Cuentos Decapitados,Eso Vive,49,181560,False,0.671,0.961,11,-2.564,1,0.0732,0.00558,1.31e-05,0.0306,0.922,104.054,4,alternative
18688,3OupqAxWY6d8uIksQFRSTW,Martin Lawrence,Doin' Time: Uncut,Gettin' Old,21,224287,True,0.529,0.404,10,-22.632,0,0.954,0.618,0.0,0.884,0.243,85.362,4,comedy
97322,5XqLSpVjuCDzR5Frj0gJbH,Matogrosso & Mathias,Matogrosso & Mathias (Ao Vivo),Na Hora do Adeus - Ao Vivo,48,238560,False,0.576,0.804,9,-3.616,0,0.038,0.231,0.0,0.953,0.452,98.197,4,sertanejo
88069,6dR1uxzRh6aewJ3WQg0GY6,J Balvin,Halloween 2022 Perreo Vol. 1,Rojo,5,151146,False,0.652,0.595,11,-4.04,1,0.117,0.15,0.000106,0.0836,0.421,172.277,4,reggae
77268,4Liu0i6zxks3JFsO2m6i5i,Sorriso Maroto,Por Você Ao Vivo,Me Olha Nos Olhos,48,203040,False,0.445,0.424,6,-11.596,1,0.0336,0.808,0.0,0.349,0.331,126.037,4,pagode
98685,4SQjwZ05M0P9M7WKljaMmU,Jubiläumscast Wien 2012,Elisabeth - Gesamtaufnahme Live - Jubiläumsfassung,Wie du (Reprise),22,168173,False,0.391,0.233,1,-17.569,1,0.044,0.849,0.0,0.293,0.391,128.081,4,show-tunes
75299,3Nuwv0OCUO3TFYQjxAtRnC,Hayley Westenra,River Of Dreams - The Very Best of Hayley Westenra,Pokarekare Ana,26,198813,False,0.149,0.149,7,-13.189,1,0.0365,0.8,3.6e-06,0.111,0.113,77.697,4,new-age
96855,5969KczTCCLeaABLlGytau,Arlindo Cruz,"Sambabook João Nogueira, 2",Alô Madureira,36,130306,False,0.675,0.606,5,-12.11,1,0.133,0.288,0.0,0.131,0.812,99.924,4,samba
108253,0FocbxQOKIMvvrtffXUzGz,Eladia Blazquez,Serie De Oro,La Voz De Buenos Aires,21,144200,False,0.467,0.327,5,-13.247,0,0.0647,0.831,0.0,0.169,0.355,106.897,4,tango
68413,7wTAn1GYgjjn9fv9cZNWI3,Mariah Angeliq;Guaynaa,Halloween con perreito,Taxi,0,173653,False,0.727,0.796,7,-3.918,0,0.125,0.0627,0.0,0.166,0.701,180.069,4,latino
29186,2oL0HIuo0cxIycDtJWbpuN,ILLENIUM;Said The Sky,Awake,Where'd U Go,53,184556,False,0.463,0.638,2,-4.37,1,0.0693,0.0299,3.19e-05,0.0876,0.278,186.095,4,dubstep
55844,2XAQw5pC8vsJbz8Hc619RX,Divya Kumar,Wrong Side Raju,Gori Radha Ne Kado Kaan,44,308218,False,0.478,0.846,2,-4.799,1,0.146,0.367,0.0,0.0803,0.758,149.708,3,indian
45668,1abVRPNtOgBL6UjblxOCwV,Denis Turbide,What Child Is This (Greensleeves),What Child Is This (Greensleeves),22,98166,False,0.734,0.305,2,-11.646,1,0.0484,0.87,0.888,0.1,0.273,61.999,3,guitar
31847,09ghyw8wvaODkGLhmgagxk,Kylie Minogue,OK Boomers - Top Tunes,Fever,0,211826,False,0.802,0.516,6,-7.118,0,0.0425,0.0502,0.00155,0.106,0.911,114.989,4,electro
22702,5pH1BecbNktYDbYw0XCEWn,Mercyful Fate,Melissa,Evil,52,284960,False,0.288,0.904,0,-9.455,1,0.114,0.000273,0.382,0.0894,0.556,133.838,4,death-metal
76270,3uu7YJ8DpVqGsRjZTv9OdD,Il Volo,Grande amore (International Version),"Nel blu, dipinto di blu (Volare)",25,224880,False,0.37,0.85,2,-6.837,1,0.186,0.41,5.15e-05,0.294,0.306,117.057,4,opera
63895,1Q9wxos3TLN0VAMgIrvCPn,Düş Sokağı Sakinleri,Cennet,Kan Revan Icindeyim,33,287680,False,0.524,0.419,9,-8.22,1,0.0295,0.767,0.00018,0.121,0.261,116.17,4,j-rock
68861,7jzJd9ZuHifdJzb64wBLKZ,DrefQuila,To' Tu Size,To' Tu Size,41,176031,False,0.797,0.562,8,-6.762,0,0.0646,0.573,0.0,0.202,0.528,128.013,4,latino
50915,0gxPoAXnDDSagqDcUoH2tv,Die Apokalyptischen Reiter,Samurai,Wahnsinn,20,185786,False,0.438,0.978,0,-2.487,0,0.0936,6.46e-05,9.12e-05,0.219,0.556,97.006,4,heavy-metal
76775,7aPJaxQb4zNYVcFZtBkVhJ,After Forever,Decipher: The Album - The Sessions,Estranged (A Timeless Spell),22,414669,False,0.363,0.915,0,-7.165,1,0.0821,0.00529,0.0563,0.3,0.351,123.841,4,opera
35237,6H50cIiW3aoA8BtzDNNh4y,Pisadinha do Vaqueiro,Vaqueiro na Pisadinha,Eu Vou Morar no Sítio,44,170422,False,0.639,0.941,7,-4.304,1,0.0462,0.562,0.0776,0.03,0.962,112.061,3,forro
67056,40o76YIOwDazc0h2QrZhWl,Feid,Feliz Cumpleaños con Perreo,Normal,3,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latin
99468,7pgIbZ3tWdXLUAlofe3r2i,Prateek Kuhad,The Way That Lovers Do,Heartbroken,40,187733,False,0.661,0.481,0,-10.962,1,0.0294,0.662,0.0791,0.0789,0.154,119.974,4,singer-songwriter
85105,0R97k5AJy1udJI6mGV82FJ,3OH!3,Dirty Mind,Dirty Mind,63,197601,True,0.642,0.861,4,-3.837,1,0.294,0.0318,0.0,0.23,0.582,92.912,4,punk-rock
57570,1C9DajYq19423BwN85bNf0,Shamoon Ismail,Cookie,Marijuana,48,186985,False,0.686,0.566,4,-11.567,1,0.0496,0.159,0.0221,0.104,0.698,94.977,4,indie
50269,5gaC6E07YUNTHBvSuOIJ7R,Riff,VII,Ex-Terminador,28,178200,False,0.44,0.758,2,-12.764,1,0.0494,0.000616,0.0383,0.101,0.662,154.039,4,heavy-metal
53514,0JiVRyTJcJnmlwCZ854K4p,Alan Walker,Alone,Alone,63,161200,False,0.676,0.929,10,-3.194,1,0.0458,0.186,0.000405,0.121,0.157,97.019,4,house
47480,1UBQ5GK8JaQjm5VbkBZY66,ZZ Top,Eliminator,Sharp Dressed Man - 2008 Remaster,73,258026,False,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,4,hard-rock
30704,5AyL2kgLtTWEu3qO3B9SqK,Far East Movement;The Cataracs;DEV,Free Wired,Like A G6,74,216893,False,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,4,edm
36188,5aIED8wcFVv4Kbi1uX9O4h,PNL,Deux frères,Kuta ubud,40,304795,True,0.757,0.618,3,-8.037,0,0.172,0.378,0.0,0.106,0.316,101.031,4,french
7129,0jMfZgvKbqfe3JHz3UmT8z,Larry Sparks,Silver Reflections,Blue Virginia Blues,28,246266,False,0.604,0.341,5,-13.1,1,0.048,0.804,8.21e-06,0.102,0.835,183.907,4,bluegrass
10632,4l6RnaSJwxl7RzrVGTjKmP,The Chemical Brothers,It Doesn't Matter (Alt Mix / 28/9/96),Elektrobank - Demo / 3/6/96,13,462031,False,0.328,0.897,4,-4.514,0,0.0572,0.0126,0.187,0.559,0.331,134.02,4,breakbeat
14833,26wVRA2bFmygATIdOi5qWQ,Twinkle Twinkle Little Rock Star,Lullaby Versions of Billie Eilish,everything i wanted,29,296712,False,0.682,0.00728,9,-31.323,1,0.0528,0.984,0.937,0.0644,0.0919,146.001,3,children
